14100  1.42381e+24  1.2e+25  0.995925  0.00247935  9.00001e+24  0.981587  0.00046061  212  2
14200  1.42381e+24  1.2e+25  0.996571  0.00231811  9.00001e+24  0.982364  0.000551309  212  2
14300  1.4375e+24  1.2e+25  0.99778  0.00288229  1e+25  0.983109  0.000826482  210  3
14400  1.4375e+24  1.2e+25  0.996345  0.00425784  1e+25  0.980466  0.000846237  210  3
14500  1.4375e+24  1.2e+25  0.995982  0.00442979  1e+25  0.981208  0.00120966  210  3
14600  1.44444e+24  1.2e+25  0.995039  0.00368158  1e+25  0.98012  0.000449985  209  3
14700  1.44444e+24  1.2e+25  0.996179  0.00312909  1e+25  0.98154  0.000419247  209  3
14800  1.45146e+24  1.2e+25  0.997205  0.00262005  1e+25  0.981338  0.000907289  208  3
14900  1.45146e+24  1.2e+25  0.997186  0.00122927  1e+25  0.98275  0.0011672  208  3
15000  1.45146e+24  1.2e+25  0.995814  0.00214002  1e+25  0.981836  0.00221458  208  3
15100  1.45146e+24  1.2e+25  0.996478  0.00260628  1e+25  0.981507  0.00247713  208  3
15200  1.4802e+24  1.2e+25  0.995526  0.00259517  1e+25  0.979789  0.00231924  204  3
15300  1.4802e+24  1.2e+25  0.996113  0.0025812  1e+25  0.979646  0.00188095  204  3
15400  1.4802e+24  1.2e+25  0.994376  0.00225694  1e+25  0.981026  0.00191999  204  3
15500  1.4802e+24  1.2e+25  0.991944  0.00398741  1e+25  0.981322  0.00254114  204  3
15600  1.4802e+24  1.2e+25  0.992103  0.00387416  1e+25  0.980337  0.00295304  204  3
15700  1.4802e+24  1.2e+25  0.989666  0.00402839  1e+25  0.980481  0.00204336  204  3
15800  1.4802e+24  1.2e+25  0.99667  0.000487321  1e+25  0.980442  0.00218129  204  3
15900  1.4802e+24  1.2e+25  0.996867  7.56202e-05  1e+25  0.980382  0.00211039  204  3
16000.1  1.4802e+24  1.2e+25  0.999956  0.00194789  1e+25  0.981874  0.00240988  204  3
16099.9  1.4802e+24  1.2e+25  1.00106  0.00276439  1e+25  0.98164  0.00236214  204  3
16199.9  1.4802e+24  1.2e+25  1.00066  0.00214859  1e+25  0.981316  0.00210192  204  3
16299.9  1.48756e+24  1.4e+25  1.00131  0.00431814  1e+25  0.980266  0.00400986  203  3
16399.9  1.48756e+24  1.4e+25  1.00145  0.00400664  1e+25  0.981024  0.00467  203  3
16500  1.48756e+24  1.4e+25  1.00172  0.00620496  1e+25  0.981645  0.00499889  203  3
16600  1.48756e+24  1.4e+25  1.00206  0.00601708  1e+25  0.981159  0.00445816  203  3
16700  1.495e+24  1.4e+25  1.00191  0.00629342  1e+25  0.980348  0.00446526  202  3
16800  1.50251e+24  1.4e+25  1.00152  0.00516135  1e+25  0.980507  0.00482561  201  3
16900  1.50251e+24  1.4e+25  1.00078  0.00472092  1e+25  0.980163  0.005002  201  3
17000  1.5101e+24  1.4e+25  0.999642  0.00540367  1e+25  0.980841  0.00543494  200  3
17100  1.51777e+24  1.4e+25  0.999307  0.00569414  1e+25  0.981744  0.00478541  199  3
17200  1.52551e+24  1.6e+25  0.999519  0.00466806  1e+25  0.981399  0.00497249  198  3
17300  1.52551e+24  1.6e+25  0.998679  0.00544548  1e+25  0.981668  0.00471294  198  3
17400  1.52551e+24  1.6e+25  0.999948  0.00461756  1e+25  0.981608  0.0045049  198  3
17500  1.52551e+24  1.6e+25  1.00194  0.00491836  1e+25  0.97969  0.00542171  198  3
17600  1.52551e+24  1.6e+25  1.00103  0.00536478  1e+25  0.979837  0.00537184  198  3
17700  1.53333e+24  1.6e+25  1.00102  0.00649914  1e+25  0.980067  0.00529323  197  3
17800  1.53333e+24  1.6e+25  1.00194  0.00546678  1e+25  0.980202  0.0052571  197  3
17900  1.53333e+24  1.6e+25  1.00245  0.00547851  1e+25  0.981449  0.00517459  197  3
18000  1.53333e+24  1.6e+25  1.0023  0.00561619  1e+25  0.979234  0.00491407  197  3
18100.1  1.53333e+24  1.6e+25  1.00329  0.00531976  1e+25  0.979992  0.00464672  197  3
18200.1  1.54124e+24  1.6e+25  1.00404  0.00548815  1e+25  0.982092  0.00416003  196  3
18300.1  1.54124e+24  1.6e+25  1.003  0.00563752  1e+25  0.980374  0.00366635  196  3
18400.1  1.54124e+24  1.6e+25  1.00399  0.00588159  1e+25  0.98067  0.00327176  196  3
18499.9  1.54922e+24  1.6e+25  1.00398  0.00604613  1e+25  0.982143  0.00363633  195  3
18599.9  1.54922e+24  1.6e+25  1.00367  0.00534716  1e+25  0.982222  0.00302216  195  3
18699.9  1.54922e+24  1.6e+25  1.00373  0.00506299  1e+25  0.981605  0.00277472  195  3
18799.9  1.54922e+24  1.6e+25  1.0015  0.00621973  1e+25  0.981659  0.00259018  195  3
18899.9  1.54922e+24  1.6e+25  1.0019  0.00575123  1e+25  0.979747  0.0017215  195  3
19000  1.55729e+24  1.8e+25  1.00267  0.00671821  1e+25  0.981072  0.00214766  194  3
19100  1.55729e+24  1.8e+25  1.00319  0.00642715  1e+25  0.981193  0.00219056  194  3
19200  1.55729e+24  1.8e+25  1.00256  0.00687008  1e+25  0.980855  0.000865838  194  3
19300  1.56545e+24  1.8e+25  1.0022  0.00667039  1e+25  0.981328  0.00124047  193  3
19400  1.56545e+24  1.8e+25  1.00277  0.00622927  1e+25  0.980641  0.001171  193  3
19500  1.56545e+24  1.8e+25  1.00285  0.00601865  1e+25  0.979817  0.000305061  193  3
19600  1.56545e+24  1.8e+25  1.00332  0.00561237  1e+25  0.979579  0.000199369  193  3
19700  1.56545e+24  1.8e+25  1.00372  0.00558471  1e+25  0.978643  0.00030512  193  3
19800  1.56545e+24  1.8e+25  1.00429  0.00568124  1e+25  0.979648  0.000675516  193  3
19900  1.56545e+24  1.8e+25  1.0029  0.00663696  1e+25  0.97851  0.000327646  193  3
